프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,참고사항,수학가능학과/영어강의목록 등,웹사이트,특이사항,언어권,수학가능전공분야,summary_location,summary_weather,summary_academic,summary_safety
방문교환,SAF,V29,북미,미국,애리조나주립대,Arizona State University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V30,북미,미국,"캘리포니아주립대, 롱비치","California State University, Long Beach",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V31,북미,미국,"캘리포니아주립대, 산마르코스","California State University, San Marcos",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V32,북미,미국,콜롬비아대,"Columbia University, Columbia College",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V33,북미,미국,존스홉킨스대,Johns Hopkins University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V34,북미,미국,루이스&클라크대,Lewis & Clark College,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V35,북미,미국,미시건주립대,Michigan State University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V36,북미,미국,앨라배마대,University of Alabama,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V37,북미,미국,아칸소대,University of Arkansas,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],"학교는 아칸소주에 위치하며, 제공되는 무료 이동 수단을 이용하여 학교까지 이동할 수 있습니다.",아칸소는 기온차가 크고 겨울에 매우 추운 특징이 있어 방한 준비가 필요합니다.,"수업은 대체로 쉽고, 학교는 체계적인 시설을 갖추고 있습니다.",아칸소에서는 안전하고 안정적인 분위기에서 생활했습니다.
방문교환,SAF,V38,북미,미국,"콜로라도대, 보더","University of Colorado, Boulder",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V39,북미,미국,"하와이대, 힐로","University of Hawaii, Hilo",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V41,북미,미국,몬타나대,University of Montana,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V42,북미,미국,"네바다대, 르노","University of Nevada, Reno",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V43,북미,미국,오레곤대,University of Oregon,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V44,북미,미국,펜실베니아대,University of Pennsylvania,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V45,북미,미국,"위스콘신대, 매디슨","University of Wisconsin, Madison",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V46,북미,미국,워싱턴대,University of Washington,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V47,북미,미국,밴더빌트대,Vanderbilt University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V48,유럽,영국,런던대,University College London,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V49,유럽,영국,브리스톨대,University of Bristol,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V50,유럽,영국,에딘버러대,University of Edinburgh,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],"에든버러는 작은 도시이며, 공항에서 시내까지 이동 비용이 상당히 높으니 주의해야 합니다.",영국은 해가 많이 뜨는 편이지만 비가 자주 오므로 우산이 필요합니다.,"- 영어 성적에 주의하고, 정규 수업은 온라인으로, 튜토리얼 수업은 오프라인으로 이루어집니다.","현지 생활에서는 안전에 대한 큰 걱정이 없었고, 비가 자주 왔지만 비교적 안전한 분위기에서 생활했습니다."
방문교환,SAF,V51,유럽,영국,글라스고우대,University of Glasgow,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V52,유럽,영국,맨체스터대,University of Manchester,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],"맨체스터는 잉글랜드 북서부에 위치하며, 다른 유럽나라로 여행하기에 좋은 공항이 있습니다.",영국의 겨울은 매우 쌀쌀하며 두꺼운 옷을 입는 것이 권장됩니다.,"학교는 다양한 학과와 교양 강좌를 제공하며, tutoring 시스템을 운영하여 도움이 필요한 학생들을 지원합니다.",현지에서의 생활은 비교적 안전하고 안정적으로 진행됩니다.
방문교환,SAF,V53,유럽,영국,런던예술대,University of the Arts London,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V54,유럽,영국,웨스트민스터대,University of Westminster,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V55,유럽,아일랜드,더블린대,University College Dublin,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V56,유럽,아일랜드,리머릭대,University of Limerick,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V57,오세아니아,호주,뉴사우스웨일스대,University of New South Wales,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V58,오세아니아,호주,퀸즐랜드대,University of Queensland,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V59,오세아니아,뉴질랜드,오타고대,University of Otago,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V60,북미,캐나다,세인트메리스대학,St. Mary's University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V61,북미,캐나다,캘거리대학,University of Calgary,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V62,북미,캐나다,토론토대,University of Toronto,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V63,북미,캐나다,빅토리아대,Univeristy of Victoria,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V64,유럽,독일,라이프치히대,University of Leipzig,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
방문교환,SAF,V65,유럽,프랑스,엉제대,Université Catholique de L'Ouest,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,
